customer_id,email,created_at,country,status,ingest_date
c00000,user0@example.com,2025-10-15 05:00:00,GB,inactive,2025-12-13
c00001,user1example.com,2025-09-23T20:00:00+00:00,IN,,2025-12-13
c00002,user2@example.com,2025-04-22T19:00:00+00:00,United States,,2025-12-13
c00003,user3@example.com,2025-04-19T08:00:00+00:00,,,2025-12-13
c00004,user4@example.com,2025-01-28 10:00:00,IN,actve,2025-12-13
c00005,user5@example.com,2025-01-07 23:00:00,,banned,2025-12-13
c00006,user6@example.com,2025-03-15 04:00:00,United States,,2025-12-13
c00007,user7@example.com,2025-10-23T15:00:00+00:00,US,ACTIVE,2099-01-01
c00007,user7@example.com,not a date,US,ACTIVE,2099-01-01
c00008,user8@example.com,2025-08-01 18:00:00,N/A,ACTIVE,2099-01-01
c00009,user9@example.com,2025-01-11T21:00:00+00:00,United States,,2025-12-13
c00010,user10@example.com,2025-03-01 06:00:00,BR,,2025-12-13
c00011,user11@example.com,2025-06-08 16:00:00,US,,2025-12-13
c00012,user12@example.com,2025-05-21 21:00:00,United States,inactive,2025-12-13
c00013,user13@example.com,2025-09-19T07:00:00+00:00,United States,actve,2025-12-13
c00014,user14@example.com,2025-08-13T18:00:00+00:00,uk,,2025-12-13
c00015,user15@example.com,2025-03-17 05:00:00,uk,,2099-01-01
c00016,user16@example.com,2025-07-23 21:00:00,N/A,inactive,2025-12-13
c00017,user17@example.com,2025-05-15 07:00:00,usa,,2025-12-13
c00017,user17@example.com,not a date,usa,,2025-12-13
c00018,user18@example.com,2025-04-11T01:00:00+00:00,IN,banned,2025-12-13
c00019,user19@example.com,2025-05-21T19:00:00+00:00,US,,2025-12-13
c00020,user20@example.com,2025-08-11 08:00:00,IN,actve,2025-12-13
c00021,user21@example.com,2025-08-24T17:00:00+00:00,uk,,2099-01-01
c00022,user22@example.com,2025-03-09T11:00:00+00:00,GB,inactive,2025-12-13
c00023,user23@example.com,2025-08-31 21:00:00,United States,active,2025-12-13
c00024,user24@example.com,2025-04-28T20:00:00+00:00,IN,active,2099-01-01
c00025,user25@example.com,2025-06-14T15:00:00+00:00,US,active,2025-12-13
c00026,user26@example.com,2025-03-31T02:00:00+00:00,N/A,active,2099-01-01
c00027,user27@example.com,2025-04-01T05:00:00+00:00,india,banned,2025-12-13
c00028,user28@example.com,2025-06-18 17:00:00,GB,inactive,2025-12-13
c00029,user29@example.com,2025-03-07 11:00:00,IN,inactive,2025-12-13
c00030,user30@example.com,2025-02-21T04:00:00+00:00,,,2025-12-13
c00031,user31@example.com,2025-10-20 12:00:00,usa,inactive,2025-12-13
c00032,user32@example.com,2025-08-17T11:00:00+00:00,United States,banned,2025-12-13
c00033,user33@example.com,2025-07-05T19:00:00+00:00,N/A,ACTIVE,2025-12-13
c00034,user34@example.com,2025-03-02 07:00:00,india,ACTIVE,2099-01-01
c00035,user35@example.com,2025-03-01 09:00:00,United States,banned,2025-12-13
c00036,user36@example.com,2025-04-07T03:00:00+00:00,US,actve,2025-12-13
c00037,user37@example.com,2025-03-17T04:00:00+00:00,N/A,inactive,2025-12-13
c00038,user38@example.com,2025-01-19 16:00:00,GB,active,2025-12-13
c00039,user39@example.com,2025-09-12T11:00:00+00:00,usa,ACTIVE,2099-01-01
c00039,user39@example.com,not a date,usa,ACTIVE,2099-01-01
c00040,user40@example.com,2025-08-08 06:00:00,uk,,2025-12-13
c00041,user41@example.com,2025-03-20T02:00:00+00:00,IN,banned,2099-01-01
c00042,user42@example.com,2025-08-25 19:00:00,IN,inactive,2025-12-13
c00043,user43@example.com,2025-09-01 08:00:00,BR,banned,2099-01-01
c00044,user44@example.com,2025-04-15 15:00:00,United States,actve,2025-12-13
c00045,user45@example.com,2025-06-13T01:00:00+00:00,N/A,,2025-12-13
c00046,user46@example.com,2025-06-30T08:00:00+00:00,United States,inactive,2025-12-13
c00047,user47@example.com,2025-07-10T15:00:00+00:00,,ACTIVE,2025-12-13
c00048,user48@example.com,2025-08-24T07:00:00+00:00,,banned,2025-12-13
c00049,user49@example.com,2025-03-21T15:00:00+00:00,IN,,2025-12-13
c00050,user50@example.com,2025-02-01 14:00:00,N/A,ACTIVE,2025-12-13
c00051,user51@example.com,2025-09-05 06:00:00,india,inactive,2025-12-13
c00052,user52@example.com,2025-01-22 06:00:00,,,2025-12-13
c00053,user53@example.com,2025-08-07T20:00:00+00:00,GB,active,2025-12-13
c00054,user54@example.com,2025-03-04 11:00:00,india,,2025-12-13
c00055,user55@example.com,2025-07-27 03:00:00,IN,banned,2099-01-01
c00056,user56@example.com,2025-09-20 22:00:00,US,,2099-01-01
c00057,user57@example.com,2025-05-14T10:00:00+00:00,india,,2099-01-01
c00058,user58@example.com,2025-04-03T00:00:00+00:00,IN,,2025-12-13
c00059,user59@example.com,2025-04-10T09:00:00+00:00,US,ACTIVE,2025-12-13
c00060,user60@example.com,2025-01-16T22:00:00+00:00,N/A,ACTIVE,2025-12-13
c00061,user61@example.com,2025-09-19T08:00:00+00:00,BR,,2025-12-13
c00062,user62@example.com,2025-03-01T23:00:00+00:00,United States,,2025-12-13
c00063,user63@example.com,2025-01-13T17:00:00+00:00,uk,active,2025-12-13
c00064,user64@example.com,2025-02-23T10:00:00+00:00,BR,ACTIVE,2099-01-01
c00065,user65@example.com,2025-06-15T06:00:00+00:00,BR,actve,2025-12-13
c00066,user66@example.com,2025-08-15T12:00:00+00:00,N/A,inactive,2025-12-13
c00067,user67@example.com,2025-09-15 00:00:00,,banned,2025-12-13
c00068,user68@example.com,2025-03-24T23:00:00+00:00,US,active,2025-12-13
c00069,user69@example.com,2025-02-25T16:00:00+00:00,N/A,,2025-12-13
c00070,user70@example.com,2025-02-18 15:00:00,uk,ACTIVE,2025-12-13
c00071,user71@example.com,2025-06-02 07:00:00,GB,actve,2025-12-13
c00072,user72example.com,2025-02-26T10:00:00+00:00,BR,,2025-12-13
c00073,user73example.com,2025-01-25T00:00:00+00:00,usa,,2025-12-13
c00074,user74@example.com,2025-03-04T06:00:00+00:00,india,ACTIVE,2025-12-13
c00075,user75@example.com,2025-07-21 10:00:00,india,banned,2025-12-13
c00076,user76example.com,2025-09-06 23:00:00,BR,banned,2025-12-13
c00077,user77@example.com,2025-08-17T22:00:00+00:00,United States,ACTIVE,2025-12-13
c00078,user78@example.com,2025-04-30T09:00:00+00:00,india,active,2099-01-01
c00079,user79@example.com,2025-10-05 22:00:00,GB,inactive,2025-12-13
c00080,user80@example.com,2025-03-10 17:00:00,IN,banned,2025-12-13
c00081,user81@example.com,2025-08-24 19:00:00,uk,banned,2025-12-13
c00082,user82@example.com,2025-06-26 01:00:00,BR,,2025-12-13
c00083,user83@example.com,2025-10-06 02:00:00,india,ACTIVE,2025-12-13
c00084,user84@example.com,2025-01-02 18:00:00,United States,inactive,2025-12-13
c00085,user85@example.com,2025-05-13 15:00:00,United States,actve,2025-12-13
c00086,user86@example.com,2025-01-02 03:00:00,US,actve,2025-12-13
c00087,user87example.com,2025-06-24 05:00:00,GB,active,2025-12-13
c00088,user88@example.com,2025-06-08 04:00:00,N/A,actve,2025-12-13
c00089,user89@example.com,2025-10-03 14:00:00,GB,,2099-01-01
c00090,user90@example.com,2025-02-17T09:00:00+00:00,,ACTIVE,2025-12-13
c00091,user91@example.com,2025-03-08 05:00:00,United States,banned,2099-01-01
c00092,user92@example.com,2025-02-09T18:00:00+00:00,BR,active,2025-12-13
c00093,user93example.com,2025-05-16 09:00:00,GB,ACTIVE,2025-12-13
c00094,user94@example.com,2025-05-31 19:00:00,US,active,2099-01-01
c00095,user95example.com,2025-01-03T17:00:00+00:00,india,,2025-12-13
c00096,user96@example.com,2025-10-28 05:00:00,N/A,,2025-12-13
c00097,user97@example.com,2025-09-15 00:00:00,uk,actve,2025-12-13
c00097,user97@example.com,not a date,uk,actve,2025-12-13
c00098,user98@example.com,2025-04-04T11:00:00+00:00,uk,ACTIVE,2025-12-13
c00099,user99@example.com,2025-03-27T20:00:00+00:00,,inactive,2025-12-13
c00100,user100@example.com,2025-03-21 21:00:00,GB,banned,2025-12-13
c00101,user101@example.com,2025-10-22 06:00:00,uk,,2025-12-13
c00102,user102@example.com,2025-08-24 19:00:00,usa,inactive,2025-12-13
c00103,user103@example.com,2025-03-11 15:00:00,IN,banned,2099-01-01
c00104,user104example.com,2025-02-10T09:00:00+00:00,N/A,inactive,2025-12-13
c00105,user105@example.com,2025-05-01 02:00:00,United States,active,2099-01-01
c00106,user106@example.com,2025-10-26 16:00:00,,actve,2025-12-13
c00107,user107example.com,2025-05-08T06:00:00+00:00,uk,,2025-12-13
c00108,user108@example.com,2025-10-25 04:00:00,,inactive,2025-12-13
c00109,user109@example.com,2025-06-14T15:00:00+00:00,GB,ACTIVE,2025-12-13
c00110,user110@example.com,2025-10-19T02:00:00+00:00,india,,2025-12-13
c00111,user111@example.com,2025-03-08 05:00:00,india,active,2025-12-13
c00112,user112@example.com,2025-01-21 23:00:00,uk,inactive,2025-12-13
c00113,user113@example.com,2025-05-03T12:00:00+00:00,,,2025-12-13
c00114,user114example.com,2025-04-02 05:00:00,,actve,2025-12-13
c00115,user115@example.com,2025-07-01T21:00:00+00:00,usa,inactive,2025-12-13
c00116,user116@example.com,2025-08-01 02:00:00,india,active,2099-01-01
c00117,user117@example.com,2025-09-03T21:00:00+00:00,N/A,active,2025-12-13
c00118,user118@example.com,2025-10-03 22:00:00,IN,ACTIVE,2025-12-13
c00119,user119example.com,2025-10-16T03:00:00+00:00,BR,banned,2025-12-13
c00120,user120@example.com,2025-06-06T08:00:00+00:00,US,banned,2025-12-13
c00121,user121@example.com,2025-08-10 12:00:00,india,active,2025-12-13
c00122,user122@example.com,2025-05-15 20:00:00,IN,,2025-12-13
c00123,user123@example.com,2025-08-29 23:00:00,United States,banned,2025-12-13
c00124,user124@example.com,2025-08-23T02:00:00+00:00,US,inactive,2099-01-01
c00124,user124@example.com,not a date,US,inactive,2099-01-01
c00125,user125@example.com,2025-03-21T03:00:00+00:00,usa,ACTIVE,2025-12-13
c00126,user126@example.com,2025-09-02 05:00:00,GB,banned,2025-12-13
c00127,user127@example.com,2025-01-30 21:00:00,uk,,2025-12-13
c00128,user128@example.com,2025-04-19 12:00:00,BR,ACTIVE,2025-12-13
c00129,user129@example.com,2025-09-16 12:00:00,,actve,2025-12-13
c00130,user130@example.com,2025-09-16T09:00:00+00:00,United States,ACTIVE,2099-01-01
c00131,user131@example.com,2025-07-13 04:00:00,IN,,2025-12-13
c00131,user131@example.com,not a date,IN,,2025-12-13
c00132,user132@example.com,2025-07-15 01:00:00,uk,inactive,2025-12-13
c00133,user133@example.com,2025-07-31T13:00:00+00:00,india,active,2025-12-13
c00134,user134@example.com,2025-01-22 03:00:00,usa,banned,2025-12-13
c00135,user135@example.com,2025-09-07T07:00:00+00:00,United States,active,2025-12-13
c00136,user136@example.com,2025-04-21T18:00:00+00:00,N/A,active,2025-12-13
c00137,user137@example.com,2025-09-03 05:00:00,US,active,2025-12-13
c00138,user138example.com,2025-04-15 22:00:00,IN,ACTIVE,2025-12-13
c00139,user139example.com,2025-04-06T21:00:00+00:00,uk,,2025-12-13
c00140,user140@example.com,2025-06-05T13:00:00+00:00,BR,,2025-12-13
c00141,user141@example.com,2025-07-20 07:00:00,N/A,,2025-12-13
c00142,user142@example.com,2025-03-19 09:00:00,US,ACTIVE,2025-12-13
c00143,user143@example.com,2025-08-29T06:00:00+00:00,IN,active,2025-12-13
c00144,user144@example.com,2025-09-13 15:00:00,United States,,2025-12-13
c00145,user145@example.com,2025-04-21 00:00:00,N/A,banned,2025-12-13
c00146,user146example.com,2025-04-15 19:00:00,uk,active,2025-12-13
c00147,user147@example.com,2025-08-19T15:00:00+00:00,IN,,2025-12-13
c00148,user148@example.com,2025-08-22 10:00:00,United States,,2025-12-13
c00149,user149@example.com,2025-08-25 20:00:00,IN,,2025-12-13
c00150,user150@example.com,2025-06-30T07:00:00+00:00,uk,banned,2025-12-13
c00151,user151@example.com,2025-03-13 03:00:00,United States,banned,2025-12-13
c00152,user152@example.com,2025-03-31 06:00:00,US,active,2025-12-13
c00153,user153@example.com,2025-05-13 15:00:00,United States,active,2025-12-13
c00153,user153@example.com,not a date,United States,active,2025-12-13
c00154,user154@example.com,2025-09-14 11:00:00,GB,,2025-12-13
c00155,user155@example.com,2025-07-06T06:00:00+00:00,usa,banned,2025-12-13
c00155,user155@example.com,not a date,usa,banned,2025-12-13
c00156,user156@example.com,2025-03-21T12:00:00+00:00,GB,inactive,2025-12-13
c00157,user157@example.com,2025-04-06 19:00:00,,,2025-12-13
c00157,user157@example.com,not a date,,,2025-12-13
c00158,user158@example.com,2025-01-09 03:00:00,United States,inactive,2025-12-13
c00159,user159@example.com,2025-07-11T05:00:00+00:00,IN,banned,2025-12-13
c00160,user160@example.com,2025-04-13T17:00:00+00:00,N/A,inactive,2099-01-01
c00161,user161@example.com,2025-10-19 19:00:00,BR,,2025-12-13
c00162,user162@example.com,2025-06-27 22:00:00,US,ACTIVE,2025-12-13
c00163,user163@example.com,2025-04-18T16:00:00+00:00,US,inactive,2025-12-13
c00164,user164@example.com,2025-03-27T02:00:00+00:00,United States,banned,2025-12-13
c00165,user165example.com,2025-10-21 12:00:00,IN,banned,2025-12-13
c00166,user166@example.com,2025-06-17T16:00:00+00:00,IN,,2025-12-13
c00167,user167@example.com,2025-05-18 12:00:00,United States,,2099-01-01
c00168,user168@example.com,2025-03-06 02:00:00,N/A,active,2025-12-13
c00169,user169@example.com,2025-06-22T23:00:00+00:00,GB,,2025-12-13
c00170,user170@example.com,2025-04-05 07:00:00,United States,active,2025-12-13
c00171,user171@example.com,2025-10-28 07:00:00,,,2025-12-13
c00172,user172@example.com,2025-06-20 05:00:00,N/A,ACTIVE,2025-12-13
c00173,user173@example.com,2025-05-12 02:00:00,United States,actve,2025-12-13
c00174,user174@example.com,2025-07-15 00:00:00,BR,,2025-12-13
c00175,user175@example.com,2025-05-17 11:00:00,US,,2025-12-13
c00176,user176@example.com,2025-01-11T16:00:00+00:00,BR,active,2025-12-13
c00177,user177@example.com,2025-08-20T14:00:00+00:00,United States,ACTIVE,2025-12-13
c00178,user178@example.com,2025-03-17T01:00:00+00:00,india,active,2025-12-13
c00179,user179@example.com,2025-08-30 10:00:00,IN,banned,2025-12-13
c00180,user180@example.com,2025-07-27 09:00:00,india,,2025-12-13
c00181,user181@example.com,2025-02-05 22:00:00,india,banned,2025-12-13
c00182,user182@example.com,2025-07-27 02:00:00,uk,,2025-12-13
c00183,user183example.com,2025-08-16 16:00:00,usa,ACTIVE,2025-12-13
c00184,user184@example.com,2025-06-28 19:00:00,usa,active,2025-12-13
c00185,user185@example.com,2025-09-18T11:00:00+00:00,GB,actve,2025-12-13
