customer_id,email,created_at,country,status,ingest_date
c00000,user0@example.com,2025-07-28 03:00:00,United States,banned,2025-12-12
c00001,user1@example.com,2025-01-11 00:00:00,United States,actve,2025-12-12
c00002,user2@example.com,2025-09-19 06:00:00,United States,,2025-12-12
c00003,user3@example.com,2025-09-19 10:00:00,GB,actve,2025-12-12
c00004,user4@example.com,2025-06-16T17:00:00+00:00,GB,banned,2025-12-12
c00005,user5@example.com,2025-08-26T18:00:00+00:00,N/A,,2025-12-12
c00006,user6@example.com,2025-06-12 03:00:00,uk,banned,2025-12-12
c00007,user7@example.com,2025-04-05T18:00:00+00:00,BR,,2025-12-12
c00008,user8@example.com,2025-04-27T18:00:00+00:00,N/A,inactive,2025-12-12
c00009,user9example.com,2025-04-21T13:00:00+00:00,usa,ACTIVE,2025-12-12
c00010,user10@example.com,2025-01-25T18:00:00+00:00,GB,,2025-12-12
c00011,user11@example.com,2025-05-19 08:00:00,india,actve,2025-12-12
c00012,user12@example.com,2025-05-24 02:00:00,india,,2025-12-12
c00013,user13@example.com,2025-06-25 06:00:00,india,ACTIVE,2025-12-12
c00014,user14@example.com,2025-04-27T04:00:00+00:00,india,inactive,2025-12-12
c00015,user15@example.com,2025-08-30T15:00:00+00:00,N/A,,2025-12-12
c00016,user16example.com,2025-04-12 04:00:00,GB,,2025-12-12
c00017,user17@example.com,2025-01-11 16:00:00,IN,banned,2025-12-12
c00018,user18@example.com,2025-02-24T13:00:00+00:00,United States,active,2025-12-12
c00019,user19@example.com,2025-09-09 18:00:00,usa,actve,2025-12-12
c00020,user20example.com,2025-06-30 21:00:00,usa,inactive,2025-12-12
c00021,user21@example.com,2025-03-29T17:00:00+00:00,BR,active,2025-12-12
c00022,user22@example.com,2025-09-08T20:00:00+00:00,usa,banned,2025-12-12
c00023,user23@example.com,2025-10-23 11:00:00,US,,2025-12-12
c00024,user24@example.com,2025-01-25T08:00:00+00:00,india,,2099-01-01
c00025,user25@example.com,2025-10-10 06:00:00,United States,actve,2025-12-12
c00026,user26@example.com,2025-03-01 04:00:00,United States,inactive,2025-12-12
c00027,user27@example.com,2025-09-04T07:00:00+00:00,BR,,2025-12-12
c00028,user28@example.com,2025-05-09T13:00:00+00:00,,actve,2025-12-12
c00029,user29@example.com,2025-06-10 16:00:00,uk,ACTIVE,2025-12-12
c00030,user30@example.com,2025-06-22 06:00:00,usa,,2025-12-12
c00031,user31@example.com,2025-05-05 07:00:00,uk,active,2025-12-12
c00032,user32@example.com,2025-09-21 16:00:00,IN,,2025-12-12
c00033,user33@example.com,2025-06-09T08:00:00+00:00,usa,inactive,2025-12-12
c00034,user34@example.com,2025-03-16 00:00:00,india,inactive,2025-12-12
c00035,user35@example.com,2025-10-13 13:00:00,,ACTIVE,2025-12-12
c00036,user36@example.com,2025-06-27T15:00:00+00:00,N/A,ACTIVE,2025-12-12
c00037,user37@example.com,2025-01-09T08:00:00+00:00,india,actve,2025-12-12
c00038,user38@example.com,2025-01-05 14:00:00,,,2025-12-12
c00039,user39@example.com,2025-10-22T19:00:00+00:00,india,,2025-12-12
c00040,user40@example.com,2025-04-24 00:00:00,US,,2025-12-12
c00041,user41@example.com,2025-09-29 07:00:00,usa,banned,2025-12-12
c00042,user42@example.com,2025-04-26T02:00:00+00:00,india,inactive,2025-12-12
c00043,user43@example.com,2025-01-06 16:00:00,United States,banned,2025-12-12
c00044,user44@example.com,2025-01-28 12:00:00,india,banned,2025-12-12
c00044,user44@example.com,not a date,india,banned,2025-12-12
c00045,user45@example.com,2025-07-10 11:00:00,uk,banned,2099-01-01
c00046,user46@example.com,2025-05-02T15:00:00+00:00,BR,,2099-01-01
c00047,user47@example.com,2025-05-26 13:00:00,US,inactive,2025-12-12
c00048,user48@example.com,2025-05-10T23:00:00+00:00,india,active,2025-12-12
c00049,user49@example.com,2025-04-24T23:00:00+00:00,GB,actve,2025-12-12
c00049,user49@example.com,not a date,GB,actve,2025-12-12
c00050,user50example.com,2025-10-17 13:00:00,N/A,banned,2025-12-12
c00051,user51example.com,2025-09-04 07:00:00,usa,banned,2025-12-12
c00052,user52@example.com,2025-03-12T12:00:00+00:00,india,active,2099-01-01
c00053,user53@example.com,2025-02-18 14:00:00,US,,2025-12-12
c00054,user54example.com,2025-08-19 20:00:00,United States,inactive,2025-12-12
c00055,user55@example.com,2025-04-29T14:00:00+00:00,uk,inactive,2025-12-12
c00056,user56@example.com,2025-04-14T08:00:00+00:00,india,,2025-12-12
c00057,user57example.com,2025-03-01T20:00:00+00:00,United States,inactive,2025-12-12
c00058,user58@example.com,2025-07-29T19:00:00+00:00,BR,,2099-01-01
c00059,user59@example.com,2025-07-21 19:00:00,usa,,2025-12-12
c00060,user60@example.com,2025-07-30 05:00:00,US,ACTIVE,2025-12-12
c00061,user61example.com,2025-02-18 15:00:00,india,,2025-12-12
c00062,user62@example.com,2025-04-17 07:00:00,US,actve,2025-12-12
c00062,user62@example.com,not a date,US,actve,2025-12-12
