customer_id,email,created_at,country,status,ingest_date
c00000,user0example.com,2025-04-13 00:00:00,N/A,,2025-12-16
c00001,user1@example.com,2025-04-29 21:00:00,United States,banned,2025-12-16
c00002,user2@example.com,2025-05-09 19:00:00,,inactive,2025-12-16
c00003,user3@example.com,2025-06-20T10:00:00+00:00,uk,banned,2025-12-16
c00004,user4example.com,2025-07-26 15:00:00,india,banned,2025-12-16
c00005,user5@example.com,2025-10-19 20:00:00,US,,2025-12-16
c00006,user6@example.com,2025-05-09T18:00:00+00:00,N/A,inactive,2099-01-01
c00007,user7@example.com,2025-04-17 09:00:00,N/A,actve,2025-12-16
c00008,user8@example.com,2025-05-24 19:00:00,United States,banned,2025-12-16
c00009,user9@example.com,2025-02-26 16:00:00,uk,,2025-12-16
c00010,user10example.com,2025-09-04 05:00:00,US,active,2025-12-16
c00011,user11example.com,2025-01-19 17:00:00,,active,2025-12-16
c00011,user11example.com,not a date,,active,2025-12-16
c00012,user12example.com,2025-01-21 04:00:00,india,,2025-12-16
c00013,user13@example.com,2025-01-31 21:00:00,United States,banned,2025-12-16
c00014,user14@example.com,2025-03-10 05:00:00,N/A,actve,2025-12-16
c00015,user15@example.com,2025-06-23 10:00:00,US,,2025-12-16
c00016,user16@example.com,2025-01-25 01:00:00,United States,inactive,2025-12-16
c00017,user17@example.com,2025-07-30T06:00:00+00:00,uk,banned,2025-12-16
c00018,user18@example.com,2025-08-24T04:00:00+00:00,india,active,2025-12-16
c00019,user19@example.com,2025-09-10 18:00:00,United States,inactive,2099-01-01
c00020,user20@example.com,2025-09-28T12:00:00+00:00,BR,actve,2025-12-16
c00021,user21@example.com,2025-04-03T03:00:00+00:00,india,inactive,2025-12-16
c00022,user22@example.com,2025-08-01T05:00:00+00:00,uk,ACTIVE,2099-01-01
c00023,user23@example.com,2025-06-04T18:00:00+00:00,N/A,ACTIVE,2025-12-16
c00024,user24example.com,2025-07-24 16:00:00,uk,,2025-12-16
c00025,user25@example.com,2025-10-10T18:00:00+00:00,india,ACTIVE,2025-12-16
c00026,user26@example.com,2025-10-28 03:00:00,usa,actve,2025-12-16
c00027,user27example.com,2025-06-25 06:00:00,uk,inactive,2025-12-16
c00028,user28@example.com,2025-10-28 23:00:00,IN,actve,2025-12-16
c00029,user29@example.com,2025-09-11 01:00:00,uk,inactive,2025-12-16
c00030,user30@example.com,2025-04-11 01:00:00,US,active,2025-12-16
c00031,user31@example.com,2025-03-03T22:00:00+00:00,US,ACTIVE,2025-12-16
c00032,user32@example.com,2025-10-26T12:00:00+00:00,United States,,2025-12-16
c00033,user33@example.com,2025-02-23T13:00:00+00:00,GB,banned,2025-12-16
c00034,user34@example.com,2025-08-16 11:00:00,IN,banned,2025-12-16
c00035,user35@example.com,2025-08-11T09:00:00+00:00,N/A,banned,2025-12-16
c00036,user36@example.com,2025-10-14 09:00:00,usa,ACTIVE,2025-12-16
c00037,user37@example.com,2025-05-03 22:00:00,india,,2025-12-16
c00037,user37@example.com,not a date,india,,2025-12-16
c00038,user38@example.com,2025-06-01T01:00:00+00:00,N/A,ACTIVE,2025-12-16
c00039,user39@example.com,2025-01-29T20:00:00+00:00,N/A,inactive,2025-12-16
c00040,user40@example.com,2025-10-08T04:00:00+00:00,uk,inactive,2025-12-16
c00041,user41@example.com,2025-03-12 10:00:00,US,banned,2099-01-01
c00042,user42@example.com,2025-02-05 08:00:00,BR,,2025-12-16
c00043,user43@example.com,2025-03-16 14:00:00,N/A,banned,2099-01-01
c00044,user44@example.com,2025-09-16 12:00:00,usa,,2025-12-16
c00045,user45example.com,2025-03-17 14:00:00,N/A,active,2025-12-16
c00046,user46@example.com,2025-07-27T23:00:00+00:00,IN,active,2099-01-01
c00047,user47@example.com,2025-09-21 23:00:00,uk,,2025-12-16
c00048,user48@example.com,2025-08-19 19:00:00,N/A,ACTIVE,2025-12-16
c00049,user49@example.com,2025-01-05T08:00:00+00:00,uk,active,2025-12-16
c00050,user50example.com,2025-10-25 18:00:00,GB,active,2025-12-16
c00051,user51@example.com,2025-08-19 06:00:00,N/A,inactive,2025-12-16
c00052,user52@example.com,2025-04-24T19:00:00+00:00,usa,,2025-12-16
c00053,user53@example.com,2025-01-06T17:00:00+00:00,uk,inactive,2025-12-16
c00054,user54@example.com,2025-01-07 11:00:00,GB,,2025-12-16
c00055,user55@example.com,2025-07-24 04:00:00,GB,ACTIVE,2025-12-16
c00056,user56@example.com,2025-09-27 16:00:00,india,,2025-12-16
c00057,user57@example.com,2025-09-29T03:00:00+00:00,United States,active,2025-12-16
c00058,user58@example.com,2025-08-16 10:00:00,United States,inactive,2025-12-16
c00059,user59@example.com,2025-09-14T04:00:00+00:00,United States,inactive,2025-12-16
c00060,user60@example.com,2025-01-21 23:00:00,BR,ACTIVE,2099-01-01
c00061,user61example.com,2025-07-02 19:00:00,india,active,2025-12-16
c00062,user62@example.com,2025-08-23T11:00:00+00:00,usa,active,2025-12-16
c00063,user63@example.com,2025-03-02 07:00:00,GB,,2025-12-16
c00064,user64@example.com,2025-08-25T07:00:00+00:00,IN,active,2025-12-16
c00065,user65@example.com,2025-04-29T20:00:00+00:00,,banned,2025-12-16
c00066,user66@example.com,2025-09-25 23:00:00,N/A,active,2025-12-16
c00067,user67@example.com,2025-08-01 10:00:00,US,active,2025-12-16
c00068,user68example.com,2025-05-09 16:00:00,United States,active,2025-12-16
c00069,user69example.com,2025-01-27 19:00:00,N/A,ACTIVE,2025-12-16
c00070,user70example.com,2025-09-30T16:00:00+00:00,BR,,2025-12-16
c00071,user71@example.com,2025-02-23T03:00:00+00:00,N/A,actve,2025-12-16
c00072,user72@example.com,2025-08-01 20:00:00,usa,ACTIVE,2025-12-16
c00073,user73@example.com,2025-06-11 06:00:00,india,active,2025-12-16
c00074,user74@example.com,2025-10-09 09:00:00,GB,,2099-01-01
c00075,user75@example.com,2025-07-13 19:00:00,IN,,2025-12-16
c00076,user76@example.com,2025-05-23 12:00:00,GB,,2025-12-16
c00077,user77@example.com,2025-06-02 07:00:00,,,2025-12-16
c00078,user78@example.com,2025-07-31 01:00:00,N/A,,2025-12-16
c00079,user79example.com,2025-01-16T00:00:00+00:00,United States,active,2025-12-16
c00080,user80@example.com,2025-09-30 16:00:00,IN,actve,2025-12-16
c00081,user81@example.com,2025-10-04T01:00:00+00:00,US,ACTIVE,2025-12-16
c00082,user82@example.com,2025-02-17 15:00:00,uk,active,2025-12-16
c00083,user83@example.com,2025-01-03 05:00:00,GB,active,2025-12-16
c00084,user84@example.com,2025-10-08T13:00:00+00:00,BR,inactive,2025-12-16
c00084,user84@example.com,not a date,BR,inactive,2025-12-16
c00085,user85example.com,2025-04-30 18:00:00,,inactive,2025-12-16
c00086,user86@example.com,2025-04-20 00:00:00,N/A,,2025-12-16
c00087,user87@example.com,2025-03-30 18:00:00,uk,,2025-12-16
c00088,user88@example.com,2025-08-17T06:00:00+00:00,india,actve,2025-12-16
c00089,user89@example.com,2025-06-05 19:00:00,US,,2025-12-16
c00090,user90@example.com,2025-07-27T10:00:00+00:00,N/A,,2025-12-16
c00091,user91@example.com,2025-06-15 23:00:00,N/A,banned,2025-12-16
c00092,user92@example.com,2025-08-20T06:00:00+00:00,usa,inactive,2025-12-16
c00093,user93@example.com,2025-01-27 19:00:00,BR,inactive,2025-12-16
c00094,user94@example.com,2025-04-16 17:00:00,IN,ACTIVE,2025-12-16
c00095,user95@example.com,2025-01-25 09:00:00,uk,ACTIVE,2025-12-16
c00096,user96@example.com,2025-08-19 13:00:00,GB,inactive,2025-12-16
c00097,user97@example.com,2025-07-29 23:00:00,N/A,inactive,2025-12-16
c00098,user98@example.com,2025-08-15T00:00:00+00:00,GB,banned,2025-12-16
c00099,user99@example.com,2025-10-04T02:00:00+00:00,BR,banned,2025-12-16
c00100,user100@example.com,2025-03-03 18:00:00,usa,ACTIVE,2025-12-16
c00101,user101@example.com,2025-03-13 07:00:00,N/A,ACTIVE,2025-12-16
c00102,user102@example.com,2025-07-24 17:00:00,india,actve,2025-12-16
c00103,user103@example.com,2025-08-06 23:00:00,usa,,2025-12-16
c00104,user104@example.com,2025-08-23 19:00:00,United States,,2099-01-01
c00105,user105@example.com,2025-10-10T07:00:00+00:00,IN,actve,2025-12-16
c00106,user106example.com,2025-05-29 00:00:00,IN,active,2025-12-16
c00107,user107@example.com,2025-07-14T12:00:00+00:00,,banned,2099-01-01
c00108,user108@example.com,2025-07-05T22:00:00+00:00,IN,active,2025-12-16
c00109,user109@example.com,2025-07-10 05:00:00,N/A,actve,2025-12-16
c00110,user110example.com,2025-04-27 21:00:00,United States,banned,2025-12-16
c00111,user111@example.com,2025-08-18T05:00:00+00:00,United States,actve,2099-01-01
c00112,user112@example.com,2025-07-23 03:00:00,GB,,2025-12-16
c00113,user113@example.com,2025-04-11T05:00:00+00:00,usa,actve,2025-12-16
c00114,user114@example.com,2025-08-21T09:00:00+00:00,US,inactive,2099-01-01
c00115,user115@example.com,2025-03-03 03:00:00,uk,,2025-12-16
c00116,user116@example.com,2025-09-29 22:00:00,BR,ACTIVE,2025-12-16
c00117,user117@example.com,2025-09-15T10:00:00+00:00,United States,banned,2025-12-16
c00118,user118@example.com,2025-05-30 18:00:00,BR,active,2025-12-16
c00119,user119@example.com,2025-03-08T23:00:00+00:00,GB,banned,2099-01-01
c00120,user120@example.com,2025-10-19T17:00:00+00:00,United States,,2025-12-16
c00121,user121@example.com,2025-07-24 00:00:00,uk,inactive,2025-12-16
c00122,user122@example.com,2025-02-27 12:00:00,india,ACTIVE,2025-12-16
c00123,user123example.com,2025-04-21T23:00:00+00:00,BR,ACTIVE,2025-12-16
c00124,user124@example.com,2025-05-08T10:00:00+00:00,US,banned,2025-12-16
c00125,user125@example.com,2025-01-17T00:00:00+00:00,india,actve,2025-12-16
c00126,user126@example.com,2025-10-25T22:00:00+00:00,india,ACTIVE,2025-12-16
c00127,user127@example.com,2025-02-17 00:00:00,india,inactive,2099-01-01
c00128,user128@example.com,2025-05-14 03:00:00,US,,2025-12-16
c00129,user129@example.com,2025-10-20 07:00:00,N/A,actve,2025-12-16
c00130,user130@example.com,2025-08-29 22:00:00,usa,actve,2025-12-16
c00131,user131@example.com,2025-07-14 16:00:00,IN,,2025-12-16
c00132,user132@example.com,2025-08-18T19:00:00+00:00,,inactive,2025-12-16
c00133,user133@example.com,2025-05-17T13:00:00+00:00,N/A,ACTIVE,2025-12-16
c00134,user134@example.com,2025-09-02T06:00:00+00:00,usa,,2025-12-16
c00135,user135@example.com,2025-01-17 05:00:00,BR,inactive,2025-12-16
c00136,user136@example.com,2025-04-19T13:00:00+00:00,GB,inactive,2025-12-16
c00137,user137example.com,2025-04-14 08:00:00,United States,banned,2025-12-16
