customer_id,email,created_at,country,status,ingest_date
c00000,user0@example.com,2025-05-06T22:00:00+00:00,US,ACTIVE,2025-12-11
c00001,user1@example.com,2025-07-07 13:00:00,india,inactive,2025-12-11
c00002,user2@example.com,2025-07-09 05:00:00,United States,ACTIVE,2025-12-11
c00003,user3@example.com,2025-08-20T14:00:00+00:00,US,inactive,2025-12-11
c00004,user4@example.com,2025-10-25 09:00:00,IN,,2025-12-11
c00005,user5@example.com,2025-10-20T16:00:00+00:00,N/A,banned,2025-12-11
c00006,user6@example.com,2025-06-16 05:00:00,GB,,2025-12-11
c00007,user7@example.com,2025-08-26 21:00:00,,,2025-12-11
c00008,user8@example.com,2025-02-06 18:00:00,usa,actve,2025-12-11
c00009,user9@example.com,2025-01-09 08:00:00,usa,active,2025-12-11
c00010,user10@example.com,2025-10-02T17:00:00+00:00,US,,2099-01-01
c00011,user11@example.com,2025-01-10T12:00:00+00:00,uk,ACTIVE,2025-12-11
c00012,user12@example.com,2025-01-06 18:00:00,,,2025-12-11
c00013,user13@example.com,2025-02-28 05:00:00,N/A,active,2099-01-01
c00014,user14@example.com,2025-01-20T02:00:00+00:00,india,,2025-12-11
c00015,user15example.com,2025-03-30 12:00:00,uk,active,2025-12-11
c00016,user16@example.com,2025-07-06T13:00:00+00:00,india,,2025-12-11
c00017,user17@example.com,2025-08-17T08:00:00+00:00,india,actve,2025-12-11
c00018,user18@example.com,2025-10-22T16:00:00+00:00,uk,,2025-12-11
c00019,user19@example.com,2025-10-09T09:00:00+00:00,United States,ACTIVE,2025-12-11
c00020,user20@example.com,2025-07-23T03:00:00+00:00,N/A,active,2025-12-11
c00021,user21@example.com,2025-06-27 23:00:00,BR,active,2025-12-11
c00022,user22@example.com,2025-06-12T20:00:00+00:00,india,ACTIVE,2025-12-11
c00023,user23@example.com,2025-05-26 08:00:00,india,ACTIVE,2025-12-11
c00024,user24@example.com,2025-05-13T04:00:00+00:00,GB,inactive,2025-12-11
c00025,user25@example.com,2025-07-30 18:00:00,US,inactive,2025-12-11
c00026,user26@example.com,2025-08-11T04:00:00+00:00,GB,ACTIVE,2025-12-11
c00027,user27@example.com,2025-09-26 17:00:00,,inactive,2025-12-11
c00028,user28@example.com,2025-04-16 21:00:00,india,actve,2025-12-11
c00029,user29@example.com,2025-09-14 21:00:00,US,ACTIVE,2025-12-11
c00030,user30@example.com,2025-08-24T18:00:00+00:00,United States,actve,2025-12-11
c00031,user31@example.com,2025-07-25T18:00:00+00:00,N/A,actve,2025-12-11
c00032,user32@example.com,2025-08-25 13:00:00,uk,ACTIVE,2025-12-11
c00033,user33@example.com,2025-07-22T14:00:00+00:00,india,actve,2025-12-11
c00034,user34@example.com,2025-08-02 05:00:00,IN,banned,2025-12-11
c00035,user35@example.com,2025-09-15T07:00:00+00:00,india,ACTIVE,2025-12-11
c00036,user36@example.com,2025-06-19T09:00:00+00:00,GB,active,2025-12-11
c00037,user37@example.com,2025-07-19 02:00:00,N/A,banned,2025-12-11
c00037,user37@example.com,not a date,N/A,banned,2025-12-11
c00038,user38example.com,2025-02-07 07:00:00,,active,2025-12-11
c00039,user39@example.com,2025-06-05 11:00:00,usa,,2025-12-11
c00040,user40@example.com,2025-05-16 01:00:00,india,,2099-01-01
c00041,user41@example.com,2025-01-17 01:00:00,United States,,2025-12-11
c00042,user42@example.com,2025-07-09 22:00:00,uk,,2025-12-11
c00043,user43@example.com,2025-01-29T11:00:00+00:00,IN,,2025-12-11
c00044,user44@example.com,2025-01-14T12:00:00+00:00,IN,banned,2025-12-11
c00045,user45@example.com,2025-02-17 08:00:00,US,inactive,2025-12-11
c00046,user46@example.com,2025-07-23 23:00:00,N/A,inactive,2025-12-11
c00047,user47@example.com,2025-04-11T06:00:00+00:00,india,active,2025-12-11
c00048,user48@example.com,2025-01-12T13:00:00+00:00,india,banned,2025-12-11
c00049,user49example.com,2025-05-25T01:00:00+00:00,GB,active,2025-12-11
c00050,user50@example.com,2025-06-28 03:00:00,uk,,2025-12-11
c00051,user51@example.com,2025-06-17 08:00:00,BR,ACTIVE,2025-12-11
c00052,user52@example.com,2025-09-21T20:00:00+00:00,IN,,2025-12-11
c00053,user53@example.com,2025-01-05 06:00:00,N/A,ACTIVE,2025-12-11
c00054,user54@example.com,2025-05-18T03:00:00+00:00,GB,active,2025-12-11
c00055,user55@example.com,2025-08-25T12:00:00+00:00,,actve,2025-12-11
c00056,user56@example.com,2025-08-24 22:00:00,uk,inactive,2025-12-11
c00057,user57@example.com,2025-07-20T04:00:00+00:00,,ACTIVE,2025-12-11
c00058,user58@example.com,2025-03-15 23:00:00,N/A,actve,2099-01-01
c00058,user58@example.com,not a date,N/A,actve,2099-01-01
c00059,user59@example.com,2025-08-18 01:00:00,United States,inactive,2025-12-11
c00060,user60example.com,2025-08-28 16:00:00,US,banned,2025-12-11
c00061,user61@example.com,2025-07-18 13:00:00,usa,banned,2025-12-11
c00062,user62example.com,2025-07-20 17:00:00,US,actve,2025-12-11
c00063,user63@example.com,2025-06-04 15:00:00,uk,,2025-12-11
c00064,user64@example.com,2025-07-16 10:00:00,usa,active,2025-12-11
c00065,user65@example.com,2025-09-12 09:00:00,IN,inactive,2025-12-11
c00066,user66@example.com,2025-05-16T15:00:00+00:00,,inactive,2025-12-11
c00067,user67@example.com,2025-07-29 11:00:00,United States,banned,2025-12-11
c00068,user68@example.com,2025-01-10 21:00:00,GB,active,2025-12-11
c00069,user69@example.com,2025-07-05 15:00:00,india,,2025-12-11
