customer_id,email,created_at,country,status,ingest_date
c00000,user0@example.com,2025-02-20T04:00:00+00:00,usa,ACTIVE,2025-12-18
c00001,user1@example.com,2025-08-27 02:00:00,N/A,,2025-12-18
c00001,user1@example.com,not a date,N/A,,2025-12-18
c00002,user2@example.com,2025-02-14T00:00:00+00:00,N/A,ACTIVE,2025-12-18
c00003,user3@example.com,2025-03-05 15:00:00,uk,actve,2025-12-18
c00004,user4@example.com,2025-09-15 17:00:00,uk,actve,2025-12-18
c00005,user5@example.com,2025-08-15T15:00:00+00:00,BR,,2025-12-18
c00006,user6@example.com,2025-03-08T01:00:00+00:00,United States,ACTIVE,2025-12-18
c00006,user6@example.com,not a date,United States,ACTIVE,2025-12-18
c00007,user7@example.com,2025-06-16 21:00:00,BR,banned,2025-12-18
c00008,user8@example.com,2025-02-16 09:00:00,usa,inactive,2025-12-18
c00009,user9@example.com,2025-06-05 20:00:00,,ACTIVE,2025-12-18
c00009,user9@example.com,not a date,,ACTIVE,2025-12-18
c00010,user10@example.com,2025-03-29 04:00:00,usa,,2025-12-18
c00011,user11@example.com,2025-03-05 16:00:00,US,active,2025-12-18
c00012,user12@example.com,2025-07-01T00:00:00+00:00,usa,,2025-12-18
c00013,user13example.com,2025-04-01 00:00:00,usa,inactive,2025-12-18
c00014,user14example.com,2025-10-02T20:00:00+00:00,IN,,2025-12-18
c00015,user15@example.com,2025-09-17 03:00:00,,ACTIVE,2025-12-18
c00016,user16example.com,2025-06-09 21:00:00,uk,,2099-01-01
c00017,user17@example.com,2025-10-04 10:00:00,uk,banned,2025-12-18
c00018,user18@example.com,2025-03-27 04:00:00,,actve,2025-12-18
c00019,user19@example.com,2025-05-03T23:00:00+00:00,india,banned,2099-01-01
c00020,user20example.com,2025-05-16 19:00:00,,banned,2025-12-18
c00020,user20example.com,not a date,,banned,2025-12-18
c00021,user21@example.com,2025-07-15 13:00:00,N/A,banned,2025-12-18
c00022,user22@example.com,2025-06-10 04:00:00,N/A,active,2025-12-18
c00023,user23@example.com,2025-01-26T03:00:00+00:00,N/A,banned,2025-12-18
c00024,user24@example.com,2025-06-16 03:00:00,,actve,2025-12-18
c00024,user24@example.com,not a date,,actve,2025-12-18
c00025,user25@example.com,2025-06-22 13:00:00,US,banned,2025-12-18
c00026,user26@example.com,2025-04-14 03:00:00,N/A,banned,2025-12-18
c00027,user27@example.com,2025-08-24 19:00:00,india,active,2025-12-18
c00028,user28@example.com,2025-07-22 14:00:00,BR,,2025-12-18
c00029,user29@example.com,2025-02-08T15:00:00+00:00,IN,actve,2099-01-01
c00030,user30@example.com,2025-10-06 12:00:00,,active,2025-12-18
c00031,user31@example.com,2025-01-12T01:00:00+00:00,uk,inactive,2025-12-18
c00032,user32@example.com,2025-04-29T01:00:00+00:00,United States,inactive,2025-12-18
c00033,user33@example.com,2025-05-03 17:00:00,N/A,actve,2025-12-18
c00034,user34@example.com,2025-05-26T10:00:00+00:00,IN,actve,2025-12-18
c00035,user35@example.com,2025-09-11T18:00:00+00:00,GB,,2025-12-18
c00036,user36@example.com,2025-04-28 19:00:00,,,2025-12-18
c00037,user37@example.com,2025-03-17 20:00:00,GB,banned,2025-12-18
c00038,user38@example.com,2025-05-28T11:00:00+00:00,United States,banned,2025-12-18
c00039,user39@example.com,2025-05-22 06:00:00,BR,banned,2025-12-18
c00040,user40example.com,2025-09-06T19:00:00+00:00,GB,actve,2025-12-18
